"sk_evento","fk_tempo","fk_prospect","fk_vendedor","fk_cardapio","fk_tema","data_interesse","tipo_evento","duracao_horas","status","qtd_adultos","qtd_criancas","faturamento","custo","dias_para_evento","total_pessoas","lucro_total"
688,NULL,302,7,4,NULL,"2017-06-25","Casamento","04:00:00","Em negociação",50,30,"850.00","600.00",161,80,"250.00"
689,NULL,512,3,2,6,"2017-06-26","Chá revelação","04:00:00","Tornou-se cliente",25,35,"470.00","300.00",108,60,"170.00"
690,NULL,178,1,NULL,NULL,"2017-06-27","Aniversário de 15 anos","04:00:00","Desistência",40,20,NULL,NULL,142,60,NULL
691,NULL,890,6,3,NULL,"2017-06-28","Aniversário de adulto","04:00:00","Em negociação",45,25,"600.00","400.00",151,70,"200.00"
692,NULL,1203,4,4,8,"2017-06-29","Casamento","04:00:00","Tornou-se cliente",60,40,"1100.00","750.00",134,100,"350.00"
693,NULL,305,2,NULL,NULL,"2017-06-30","Chá revelação","04:00:00","Desistência",20,30,NULL,NULL,171,50,NULL
694,NULL,145,7,2,NULL,"2017-07-01","Aniversário infantil","04:00:00","Em negociação",35,40,"550.00","350.00",103,75,"200.00"
695,NULL,205,1,3,4,"2017-07-02","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"900.00","600.00",127,95,"300.00"
696,NULL,312,5,NULL,NULL,"2017-07-03","Formatura","04:00:00","Desistência",45,20,NULL,NULL,124,65,NULL
697,NULL,678,2,1,NULL,"2017-07-04","Chá revelação","04:00:00","Em negociação",30,35,"500.00","320.00",121,65,"180.00"
698,NULL,789,3,2,7,"2017-07-05","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",137,70,"230.00"
699,NULL,912,4,NULL,NULL,"2017-07-06","Aniversário infantil","04:00:00","Desistência",28,32,NULL,NULL,157,60,NULL
700,NULL,1056,6,4,NULL,"2017-07-07","Casamento","04:00:00","Em negociação",60,50,"1200.00","800.00",132,110,"400.00"
701,NULL,120,1,3,2,"2017-07-08","Formatura","04:00:00","Tornou-se cliente",50,20,"700.00","480.00",120,70,"220.00"
702,NULL,432,7,NULL,NULL,"2017-07-09","Aniversário de 15 anos","04:00:00","Desistência",45,30,NULL,NULL,175,75,NULL
703,NULL,890,5,2,NULL,"2017-07-10","Aniversário infantil","04:00:00","Em negociação",35,40,"560.00","350.00",117,75,"210.00"
704,NULL,234,6,1,9,"2017-07-11","Chá revelação","04:00:00","Tornou-se cliente",25,30,"420.00","280.00",133,55,"140.00"
705,NULL,1120,3,NULL,NULL,"2017-07-12","Casamento","04:00:00","Desistência",70,50,NULL,NULL,114,120,NULL
706,NULL,567,4,2,NULL,"2017-07-13","Aniversário de adulto","04:00:00","Em negociação",40,30,"680.00","450.00",169,70,"230.00"
707,NULL,901,5,3,6,"2017-07-14","Formatura","04:00:00","Tornou-se cliente",55,25,"780.00","520.00",154,80,"260.00"
708,NULL,234,2,NULL,NULL,"2017-07-15","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,191,60,NULL
709,NULL,678,1,4,NULL,"2017-07-16","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",120,100,"400.00"
710,NULL,432,6,1,5,"2017-07-17","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",152,60,"180.00"
711,NULL,312,7,NULL,NULL,"2017-07-18","Aniversário de 15 anos","04:00:00","Desistência",45,30,NULL,NULL,179,75,NULL
712,NULL,789,3,2,NULL,"2017-07-19","Aniversário infantil","04:00:00","Em negociação",35,40,"560.00","350.00",164,75,"210.00"
713,NULL,567,4,1,8,"2017-07-20","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",132,70,"230.00"
714,NULL,234,5,NULL,NULL,"2017-07-21","Formatura","04:00:00","Desistência",50,20,NULL,NULL,184,70,NULL
715,NULL,678,1,4,NULL,"2017-07-22","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",144,100,"400.00"
716,NULL,432,6,1,5,"2017-07-23","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",125,60,"180.00"
717,NULL,312,2,NULL,NULL,"2017-07-24","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,180,60,NULL
718,NULL,789,3,2,NULL,"2017-07-25","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",160,75,"230.00"
719,NULL,567,4,1,8,"2017-07-26","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",147,70,"230.00"
720,NULL,234,5,NULL,NULL,"2017-07-27","Formatura","04:00:00","Desistência",50,20,NULL,NULL,188,70,NULL
721,NULL,678,1,4,NULL,"2017-07-28","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",158,100,"400.00"
722,NULL,432,6,1,5,"2017-07-29","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",126,60,"180.00"
723,NULL,312,2,NULL,NULL,"2017-07-30","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,181,60,NULL
724,NULL,789,3,2,NULL,"2017-07-31","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",163,75,"230.00"
725,NULL,101,2,1,3,"2017-08-01","Aniversário infantil","04:00:00","Tornou-se cliente",30,25,"400.00","280.00",92,55,"120.00"
726,NULL,512,5,NULL,NULL,"2017-08-02","Formatura","04:00:00","Desistência",35,20,NULL,NULL,109,55,NULL
727,NULL,302,7,4,NULL,"2017-08-03","Casamento","04:00:00","Em negociação",50,30,"850.00","600.00",131,80,"250.00"
728,NULL,512,3,2,6,"2017-08-04","Chá revelação","04:00:00","Tornou-se cliente",25,35,"470.00","300.00",86,60,"170.00"
729,NULL,178,1,NULL,NULL,"2017-08-05","Aniversário de 15 anos","04:00:00","Desistência",40,20,NULL,NULL,122,60,NULL
730,NULL,890,6,3,NULL,"2017-08-06","Aniversário de adulto","04:00:00","Em negociação",45,25,"600.00","400.00",131,70,"200.00"
731,NULL,1203,4,4,8,"2017-08-07","Casamento","04:00:00","Tornou-se cliente",60,40,"1100.00","750.00",114,100,"350.00"
732,NULL,305,2,NULL,NULL,"2017-08-08","Chá revelação","04:00:00","Desistência",20,30,NULL,NULL,151,50,NULL
733,NULL,145,7,2,NULL,"2017-08-09","Aniversário infantil","04:00:00","Em negociação",35,40,"550.00","350.00",81,75,"200.00"
734,NULL,205,1,3,4,"2017-08-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"900.00","600.00",107,95,"300.00"
735,NULL,312,5,NULL,NULL,"2017-08-11","Formatura","04:00:00","Desistência",45,20,NULL,NULL,102,65,NULL
736,NULL,678,2,1,NULL,"2017-08-12","Chá revelação","04:00:00","Em negociação",30,35,"500.00","320.00",99,65,"180.00"
737,NULL,789,3,2,7,"2017-08-13","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",117,70,"230.00"
738,NULL,912,4,NULL,NULL,"2017-08-14","Aniversário infantil","04:00:00","Desistência",28,32,NULL,NULL,137,60,NULL
739,NULL,1056,6,4,NULL,"2017-08-15","Casamento","04:00:00","Em negociação",60,50,"1200.00","800.00",112,110,"400.00"
740,NULL,120,1,3,2,"2017-08-16","Formatura","04:00:00","Tornou-se cliente",50,20,"700.00","480.00",98,70,"220.00"
741,NULL,432,7,NULL,NULL,"2017-08-17","Aniversário de 15 anos","04:00:00","Desistência",45,30,NULL,NULL,119,75,NULL
742,NULL,789,5,2,NULL,"2017-08-18","Aniversário infantil","04:00:00","Em negociação",35,40,"560.00","350.00",95,75,"210.00"
743,NULL,567,4,1,8,"2017-08-19","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",91,70,"230.00"
744,NULL,234,5,NULL,NULL,"2017-08-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,117,70,NULL
745,NULL,678,1,4,NULL,"2017-08-21","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",88,100,"400.00"
746,NULL,432,6,1,5,"2017-08-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",84,60,"180.00"
747,NULL,312,2,NULL,NULL,"2017-08-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,115,60,NULL
748,NULL,789,3,2,NULL,"2017-08-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",88,75,"230.00"
749,NULL,567,4,1,8,"2017-08-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",85,70,"230.00"
750,NULL,234,5,NULL,NULL,"2017-08-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,113,70,NULL
751,NULL,678,1,4,NULL,"2017-08-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",83,100,"400.00"
752,NULL,432,6,1,5,"2017-08-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",79,60,"180.00"
753,NULL,312,2,NULL,NULL,"2017-08-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,101,60,NULL
754,NULL,789,3,2,NULL,"2017-08-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",76,75,"230.00"
755,NULL,567,4,1,8,"2017-08-31","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",72,70,"230.00"
756,NULL,512,5,NULL,NULL,"2017-09-01","Formatura","04:00:00","Desistência",35,20,NULL,NULL,134,55,NULL
757,NULL,302,7,4,NULL,"2017-09-02","Casamento","04:00:00","Em negociação",50,30,"850.00","600.00",161,80,"250.00"
758,NULL,512,3,2,6,"2017-09-03","Chá revelação","04:00:00","Tornou-se cliente",25,35,"470.00","300.00",116,60,"170.00"
759,NULL,178,1,NULL,NULL,"2017-09-04","Aniversário de 15 anos","04:00:00","Desistência",40,20,NULL,NULL,152,60,NULL
760,NULL,890,6,3,NULL,"2017-09-05","Aniversário de adulto","04:00:00","Em negociação",45,25,"600.00","400.00",161,70,"200.00"
761,NULL,1203,4,4,8,"2017-09-06","Casamento","04:00:00","Tornou-se cliente",60,40,"1100.00","750.00",144,100,"350.00"
762,NULL,305,2,NULL,NULL,"2017-09-07","Chá revelação","04:00:00","Desistência",20,30,NULL,NULL,181,50,NULL
763,NULL,145,7,2,NULL,"2017-09-08","Aniversário infantil","04:00:00","Em negociação",35,40,"550.00","350.00",111,75,"200.00"
764,NULL,205,1,3,4,"2017-09-09","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"900.00","600.00",137,95,"300.00"
765,NULL,312,5,NULL,NULL,"2017-09-10","Formatura","04:00:00","Desistência",45,20,NULL,NULL,132,65,NULL
766,NULL,678,2,1,NULL,"2017-09-11","Chá revelação","04:00:00","Em negociação",30,35,"500.00","320.00",129,65,"180.00"
767,NULL,789,3,2,7,"2017-09-12","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",147,70,"230.00"
768,NULL,912,4,NULL,NULL,"2017-09-13","Aniversário infantil","04:00:00","Desistência",28,32,NULL,NULL,167,60,NULL
769,NULL,1056,6,4,NULL,"2017-09-14","Casamento","04:00:00","Em negociação",60,50,"1200.00","800.00",142,110,"400.00"
770,NULL,120,1,3,2,"2017-09-15","Formatura","04:00:00","Tornou-se cliente",50,20,"700.00","480.00",128,70,"220.00"
771,NULL,432,7,NULL,NULL,"2017-09-16","Aniversário de 15 anos","04:00:00","Desistência",45,30,NULL,NULL,149,75,NULL
772,NULL,789,5,2,NULL,"2017-09-17","Aniversário infantil","04:00:00","Em negociação",35,40,"560.00","350.00",125,75,"210.00"
773,NULL,567,4,1,8,"2017-09-18","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",109,70,"230.00"
774,NULL,234,5,NULL,NULL,"2017-09-19","Formatura","04:00:00","Desistência",50,20,NULL,NULL,137,70,NULL
775,NULL,678,1,4,NULL,"2017-09-20","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",107,100,"400.00"
776,NULL,432,6,1,5,"2017-09-21","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",103,60,"180.00"
777,NULL,312,2,NULL,NULL,"2017-09-22","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,145,60,NULL
778,NULL,789,3,2,NULL,"2017-09-23","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",100,75,"230.00"
779,NULL,567,4,1,8,"2017-09-24","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",96,70,"230.00"
780,NULL,234,5,NULL,NULL,"2017-09-25","Formatura","04:00:00","Desistência",50,20,NULL,NULL,123,70,NULL
781,NULL,678,1,4,NULL,"2017-09-26","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",93,100,"400.00"
782,NULL,432,6,1,5,"2017-09-27","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",89,60,"180.00"
783,NULL,312,2,NULL,NULL,"2017-09-28","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,121,60,NULL
784,NULL,789,3,2,NULL,"2017-09-29","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",93,75,"230.00"
785,NULL,567,4,1,8,"2017-09-30","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",91,70,"230.00"
786,NULL,234,5,NULL,NULL,"2017-10-01","Formatura","04:00:00","Desistência",50,20,NULL,NULL,118,70,NULL
787,NULL,201,2,1,5,"2017-10-02","Aniversário infantil","04:00:00","Tornou-se cliente",28,32,"420.00","290.00",123,60,"130.00"
788,NULL,480,3,NULL,NULL,"2017-10-03","Formatura","04:00:00","Desistência",40,25,NULL,NULL,141,65,NULL
789,NULL,350,6,4,NULL,"2017-10-04","Casamento","04:00:00","Em negociação",55,35,"950.00","650.00",106,90,"300.00"
790,NULL,420,3,2,2,"2017-10-05","Chá revelação","04:00:00","Tornou-se cliente",22,30,"460.00","310.00",92,52,"150.00"
791,NULL,390,7,NULL,NULL,"2017-10-06","Aniversário de 15 anos","04:00:00","Desistência",38,22,NULL,NULL,139,60,NULL
792,NULL,512,5,3,NULL,"2017-10-07","Aniversário de adulto","04:00:00","Em negociação",42,28,"620.00","410.00",114,70,"210.00"
793,NULL,1023,4,4,7,"2017-10-08","Casamento","04:00:00","Tornou-se cliente",58,45,"1150.00","780.00",90,103,"370.00"
794,NULL,320,2,NULL,NULL,"2017-10-09","Chá revelação","04:00:00","Desistência",26,28,NULL,NULL,126,54,NULL
795,NULL,145,7,2,NULL,"2017-10-10","Aniversário infantil","04:00:00","Em negociação",34,36,"540.00","340.00",87,70,"200.00"
796,NULL,205,1,3,4,"2017-10-11","Aniversário de 15 anos","04:00:00","Tornou-se cliente",48,42,"920.00","610.00",115,90,"310.00"
797,NULL,315,5,NULL,NULL,"2017-10-12","Formatura","04:00:00","Desistência",46,25,NULL,NULL,137,71,NULL
798,NULL,678,2,1,NULL,"2017-10-13","Chá revelação","04:00:00","Em negociação",30,38,"510.00","330.00",110,68,"180.00"
799,NULL,789,3,2,6,"2017-10-14","Aniversário de adulto","04:00:00","Tornou-se cliente",44,34,"690.00","460.00",86,78,"230.00"
800,NULL,320,4,NULL,NULL,"2017-10-15","Aniversário infantil","04:00:00","Desistência",30,32,NULL,NULL,107,62,NULL
801,NULL,1056,6,4,NULL,"2017-10-16","Casamento","04:00:00","Em negociação",60,50,"1220.00","820.00",83,110,"400.00"
802,NULL,120,1,3,2,"2017-10-17","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",73,72,"220.00"
803,NULL,440,7,NULL,NULL,"2017-10-18","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,118,78,NULL
804,NULL,789,5,2,NULL,"2017-10-19","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",81,76,"210.00"
805,NULL,567,4,1,9,"2017-10-20","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",80,75,"230.00"
806,NULL,240,5,NULL,NULL,"2017-10-21","Formatura","04:00:00","Desistência",50,20,NULL,NULL,108,70,NULL
807,NULL,678,1,4,NULL,"2017-10-22","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",78,102,"400.00"
808,NULL,432,6,1,5,"2017-10-23","Chá revelação","04:00:00","Tornou-se cliente",25,35,"490.00","310.00",74,60,"180.00"
809,NULL,330,2,NULL,NULL,"2017-10-24","Aniversário infantil","04:00:00","Desistência",34,28,NULL,NULL,121,62,NULL
810,NULL,789,3,2,NULL,"2017-10-25","Aniversário de 15 anos","04:00:00","Em negociação",45,33,"690.00","460.00",74,78,"230.00"
811,NULL,567,4,1,7,"2017-10-26","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",72,70,"230.00"
812,NULL,250,5,NULL,NULL,"2017-10-27","Formatura","04:00:00","Desistência",50,20,NULL,NULL,109,70,NULL
813,NULL,678,1,4,NULL,"2017-10-28","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",69,100,"400.00"
814,NULL,432,6,1,5,"2017-10-29","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
815,NULL,312,2,NULL,NULL,"2017-10-30","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,102,60,NULL
816,NULL,789,3,2,NULL,"2017-10-31","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",64,75,"230.00"
817,NULL,201,2,1,3,"2017-11-01","Aniversário infantil","04:00:00","Tornou-se cliente",30,28,"410.00","290.00",109,58,"120.00"
818,NULL,500,4,NULL,NULL,"2017-11-02","Formatura","04:00:00","Desistência",42,25,NULL,NULL,145,67,NULL
819,NULL,350,6,4,NULL,"2017-11-03","Casamento","04:00:00","Em negociação",55,38,"970.00","660.00",106,93,"310.00"
820,NULL,420,3,2,6,"2017-11-04","Chá revelação","04:00:00","Tornou-se cliente",24,32,"470.00","320.00",91,56,"150.00"
821,NULL,400,7,NULL,NULL,"2017-11-05","Aniversário de 15 anos","04:00:00","Desistência",40,22,NULL,NULL,136,62,NULL
822,NULL,512,5,3,NULL,"2017-11-06","Aniversário de adulto","04:00:00","Em negociação",45,30,"630.00","420.00",111,75,"210.00"
823,NULL,1023,4,4,8,"2017-11-07","Casamento","04:00:00","Tornou-se cliente",60,42,"1170.00","790.00",87,102,"380.00"
824,NULL,330,2,NULL,NULL,"2017-11-08","Chá revelação","04:00:00","Desistência",28,30,NULL,NULL,136,58,NULL
825,NULL,145,7,2,NULL,"2017-11-09","Aniversário infantil","04:00:00","Em negociação",36,38,"550.00","350.00",81,74,"200.00"
826,NULL,205,1,3,4,"2017-11-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,40,"950.00","620.00",108,90,"330.00"
827,NULL,318,5,NULL,NULL,"2017-11-11","Formatura","04:00:00","Desistência",48,28,NULL,NULL,134,76,NULL
828,NULL,678,2,1,NULL,"2017-11-12","Chá revelação","04:00:00","Em negociação",32,36,"520.00","340.00",107,68,"180.00"
829,NULL,789,3,2,5,"2017-11-13","Aniversário de adulto","04:00:00","Tornou-se cliente",42,34,"700.00","470.00",87,76,"230.00"
830,NULL,320,4,NULL,NULL,"2017-11-14","Aniversário infantil","04:00:00","Desistência",30,30,NULL,NULL,132,60,NULL
831,NULL,1056,6,4,NULL,"2017-11-15","Casamento","04:00:00","Em negociação",60,50,"1230.00","830.00",82,110,"400.00"
832,NULL,120,1,3,2,"2017-11-16","Formatura","04:00:00","Tornou-se cliente",52,24,"720.00","500.00",72,76,"220.00"
833,NULL,450,7,NULL,NULL,"2017-11-17","Aniversário de 15 anos","04:00:00","Desistência",48,30,NULL,NULL,122,78,NULL
834,NULL,789,5,2,NULL,"2017-11-18","Aniversário infantil","04:00:00","Em negociação",38,36,"580.00","370.00",82,74,"210.00"
835,NULL,567,4,1,9,"2017-11-19","Aniversário de adulto","04:00:00","Tornou-se cliente",44,32,"710.00","480.00",79,76,"230.00"
836,NULL,260,5,NULL,NULL,"2017-11-20","Formatura","04:00:00","Desistência",52,22,NULL,NULL,131,74,NULL
837,NULL,678,1,4,NULL,"2017-11-21","Casamento","04:00:00","Em negociação",60,45,"1120.00","720.00",72,105,"400.00"
838,NULL,432,6,1,5,"2017-11-22","Chá revelação","04:00:00","Tornou-se cliente",26,36,"490.00","320.00",68,62,"170.00"
839,NULL,322,2,NULL,NULL,"2017-11-23","Aniversário infantil","04:00:00","Desistência",34,30,NULL,NULL,121,64,NULL
840,NULL,789,3,2,NULL,"2017-11-24","Aniversário de 15 anos","04:00:00","Em negociação",46,34,"700.00","470.00",73,80,"230.00"
841,NULL,567,4,1,7,"2017-11-25","Aniversário de adulto","04:00:00","Tornou-se cliente",42,32,"690.00","460.00",68,74,"230.00"
842,NULL,270,5,NULL,NULL,"2017-11-26","Formatura","04:00:00","Desistência",50,22,NULL,NULL,129,72,NULL
843,NULL,678,1,4,NULL,"2017-11-27","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",68,102,"400.00"
844,NULL,432,6,1,5,"2017-11-28","Chá revelação","04:00:00","Tornou-se cliente",25,36,"480.00","310.00",64,61,"170.00"
845,NULL,315,2,NULL,NULL,"2017-11-29","Aniversário infantil","04:00:00","Desistência",32,30,NULL,NULL,122,62,NULL
846,NULL,789,3,2,NULL,"2017-11-30","Aniversário de 15 anos","04:00:00","Em negociação",45,32,"680.00","450.00",63,77,"230.00"
847,NULL,101,2,1,3,"2018-01-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,32,"430.00","300.00",122,60,"130.00"
848,NULL,500,4,NULL,NULL,"2018-01-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,114,65,NULL
849,NULL,350,6,4,NULL,"2018-01-03","Casamento","04:00:00","Em negociação",60,35,"980.00","660.00",110,95,"320.00"
850,NULL,420,3,2,6,"2018-01-04","Chá revelação","04:00:00","Tornou-se cliente",25,30,"460.00","320.00",106,55,"140.00"
851,NULL,410,7,NULL,NULL,"2018-01-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,102,70,NULL
852,NULL,512,5,3,NULL,"2018-01-06","Aniversário de adulto","04:00:00","Em negociação",45,35,"640.00","420.00",98,80,"220.00"
853,NULL,1023,4,4,8,"2018-01-07","Casamento","04:00:00","Tornou-se cliente",60,40,"1180.00","790.00",94,100,"390.00"
854,NULL,340,2,NULL,NULL,"2018-01-08","Chá revelação","04:00:00","Desistência",30,28,NULL,NULL,90,58,NULL
855,NULL,145,7,2,NULL,"2018-01-09","Aniversário infantil","04:00:00","Em negociação",35,35,"560.00","360.00",85,70,"200.00"
856,NULL,205,1,3,4,"2018-01-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,40,"960.00","620.00",82,90,"340.00"
857,NULL,320,5,NULL,NULL,"2018-01-11","Formatura","04:00:00","Desistência",48,28,NULL,NULL,78,76,NULL
858,NULL,678,2,1,NULL,"2018-01-12","Chá revelação","04:00:00","Em negociação",32,36,"530.00","350.00",76,68,"180.00"
859,NULL,789,3,2,5,"2018-01-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,34,"710.00","470.00",73,78,"240.00"
